Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"GDF2","Growth Differentiation Factor 2","Protein Coding","Q9UK05","56","GC10P047322","0.538533449172974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF2"
"HSD17B2","Hydroxysteroid 17-Beta Dehydrogenase 2","Protein Coding","P37059","54","GC16P106444","0.538533449172974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B2"
"PLCL1","Phospholipase C Like 1 (Inactive)","Protein Coding","Q15111","50","GC02P197804","0.538533449172974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCL1"
"GALNT10","Polypeptide N-Acetylgalactosaminyltransferase 10","Protein Coding","Q86SR1","49","GC05P154190","0.538533449172974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALNT10"
"TRARG1","Trafficking Regulator Of GLUT4 (SLC2A4) 1","Protein Coding","Q8IXB3","43","GC17P132347","0.537610173225403","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRARG1"
"SIRPA","Signal Regulatory Protein Alpha","Protein Coding","P78324","58","GC20P001894","0.535820960998535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRPA"
"MEFV","MEFV Innate Immunity Regulator, Pyrin","Protein Coding","O15553","56","GC16M027034","0.535820960998535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEFV"
"SNAI2","Snail Family Transcriptional Repressor 2","Protein Coding","O43623","55","GC08M048917","0.535820960998535","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNAI2"
"ALDH1A1","Aldehyde Dehydrogenase 1 Family Member A1","Protein Coding","P00352","59","GC09M072900","0.530390501022339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A1"
"TPT1-AS1","TPT1 Antisense RNA 1","RNA Gene","","19","GC13P045341","0.530390501022339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPT1-AS1"
"HRH1","Histamine Receptor H1","Protein Coding","P35367","58","GC03P024228","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH1"
"CUX1","Cut Like Homeobox 1","Protein Coding","Q13948","57","GC07P101815","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUX1"
"GRM8","Glutamate Metabotropic Receptor 8","Protein Coding","O00222","57","GC07M126438","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM8"
"BMP3","Bone Morphogenetic Protein 3","Protein Coding","P12645","55","GC04P081030","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP3"
"ITIH4","Inter-Alpha-Trypsin Inhibitor Heavy Chain 4","Protein Coding","Q14624","54","GC03M052812","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITIH4"
"ARHGAP35","Rho GTPase Activating Protein 35","Protein Coding","Q9NRY4","51","GC19P046860","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP35"
"GP2","Glycoprotein 2","Protein Coding","P55259","51","GC16M020309","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GP2"
"ROPN1L","Rhophilin Associated Tail Protein 1 Like","Protein Coding","Q96C74","50","GC05P010441","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROPN1L"
"SLC7A10","Solute Carrier Family 7 Member 10","Protein Coding","Q9NS82","50","GC19M033208","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A10"
"PI16","Peptidase Inhibitor 16","Protein Coding","Q6UXB8","49","GC06P156455","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PI16"
"ZC3H12A","Zinc Finger CCCH-Type Containing 12A","Protein Coding","Q5D1E8","49","GC01P037474","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H12A"
"TMEM135","Transmembrane Protein 135","Protein Coding","Q86UB9","48","GC11P087037","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM135"
"C14orf39","Chromosome 14 Open Reading Frame 39","Protein Coding","Q8N1H7","46","GC14M060396","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C14orf39"
"DENND5B","DENN Domain Containing 5B","Protein Coding","Q6ZUT9","45","GC12M033445","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DENND5B"
"L3MBTL3","L3MBTL Histone Methyl-Lysine Binding Protein 3","Protein Coding","Q96JM7","45","GC06P130013","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=L3MBTL3"
"SLC2A11","Solute Carrier Family 2 Member 11","Protein Coding","Q9BYW1","45","GC22P023856","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A11"
"MEX3B","Mex-3 RNA Binding Family Member B","Protein Coding","Q6ZN04","44","GC15M082041","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEX3B"
"OBP2A","Odorant Binding Protein 2A","Protein Coding","Q9NY56","44","GC09P147029","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OBP2A"
"SLC25A44","Solute Carrier Family 25 Member 44","Protein Coding","Q96H78","44","GC01P170548","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A44"
"OTUD3","OTU Deubiquitinase 3","Protein Coding","Q5T2D3","43","GC01P060807","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTUD3"
"DET1","DET1 Partner Of COP1 E3 Ubiquitin Ligase","Protein Coding","Q7L5Y6","41","GC15M155988","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DET1"
"OR10J3","Olfactory Receptor Family 10 Subfamily J Member 3","Pseudogene","Q5JRS4","32","GC01M159313","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR10J3"
"MIR6886","MicroRNA 6886","RNA Gene","","15","GC19P132306","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR6886"
"ABHD15-AS1","ABHD15 Antisense RNA 1","RNA Gene","","13","GC17P133262","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABHD15-AS1"
"ASMER1","Adipocyte Associated Metabolic Related LncRNA 1","RNA Gene","","13","GC21M015573","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASMER1"
"LINC01230","Long Intergenic Non-Protein Coding RNA 1230","RNA Gene","","12","GC09P001045","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01230"
"LOC286083","Uncharacterized LOC286083","RNA Gene","","11","GC08M002790","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC286083"
"ASMER2","Adipocyte Associated Metabolic Related LncRNA 2","RNA Gene","","4","GC0XP059576","0.52806556224823","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASMER2"
"LAMB2","Laminin Subunit Beta 2","Protein Coding","P55268","58","GC03M049121","0.525713562965393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB2"
"CFHR5","Complement Factor H Related 5","Protein Coding","Q9BXR6","51","GC01P196977","0.525713562965393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFHR5"
"STX16-NPEPL1","STX16-NPEPL1 Readthrough (NMD Candidate)","RNA Gene","","22","GC20P058651","0.525713562965393","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX16-NPEPL1"
"GRM1","Glutamate Metabotropic Receptor 1","Protein Coding","Q13255","63","GC06P163537","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM1"
"NUMA1","Nuclear Mitotic Apparatus Protein 1","Protein Coding","Q14980","57","GC11M072002","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUMA1"
"EXTL3","Exostosin Like Glycosyltransferase 3","Protein Coding","O43909","55","GC08P031690","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXTL3"
"SYN3","Synapsin III","Protein Coding","O14994","53","GC22M081479","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYN3"
"SLC7A4","Solute Carrier Family 7 Member 4","Protein Coding","O43246","47","GC22M021028","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A4"
"TMCO5A","Transmembrane And Coiled-Coil Domains 5A","Protein Coding","Q8N6Q1","46","GC15P037921","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMCO5A"
"DIPK2A","Divergent Protein Kinase Domain 2A","Protein Coding","Q8NDZ4","43","GC03P143998","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DIPK2A"
"POTEF","POTE Ankyrin Domain Family Member F","Protein Coding","A5A3E0","40","GC02M130073","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POTEF"
"LINC02915","Long Intergenic Non-Protein Coding RNA 2915","RNA Gene","Q8N8G6","28","GC15P175047","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02915"
"PWRN2","Prader-Willi Region Non-Protein Coding RNA 2","RNA Gene","","20","GC15M028219","0.523627519607544","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWRN2"
"SUMO1","Small Ubiquitin Like Modifier 1","Protein Coding","P63165","59","GC02M202206","0.523238360881805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUMO1"
"RORB","RAR Related Orphan Receptor B","Protein Coding","Q92753","58","GC09P074497","0.523238360881805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RORB"
"ASCL1","Achaete-Scute Family BHLH Transcription Factor 1","Protein Coding","P50553","55","GC12P102957","0.523238360881805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASCL1"
"TRPM3","Transient Receptor Potential Cation Channel Subfamily M Member 3","Protein Coding","Q9HCF6","53","GC09M070529","0.523238360881805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPM3"
"RAX","Retina And Anterior Neural Fold Homeobox","Protein Coding","Q9Y2V3","45","GC18M059267","0.523238360881805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAX"
"SLC22A18AS","SLC22A18 Antisense RNA","RNA Gene","Q8N1D0","36","GC11M013325","0.523238360881805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC22A18AS"
"MAPT-AS1","MAPT Antisense RNA 1","RNA Gene","","27","GC17M045799","0.523238360881805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPT-AS1"
"SNORA73B","Small Nucleolar RNA, H/ACA Box 73B","RNA Gene","","27","GC01P028508","0.523238360881805","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNORA73B"
"CARM1","Coactivator Associated Arginine Methyltransferase 1","Protein Coding","Q86X55","59","GC19P010871","0.521219372749329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CARM1"
"SERPINH1","Serpin Family H Member 1","Protein Coding","P50454","59","GC11P075562","0.521219372749329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINH1"
"PRKAB2","Protein Kinase AMP-Activated Non-Catalytic Subunit Beta 2","Protein Coding","O43741","57","GC01M147155","0.521219372749329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAB2"
"RGS2","Regulator Of G Protein Signaling 2","Protein Coding","P41220","52","GC01P192809","0.521219372749329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS2"
"AQP10","Aquaporin 10","Protein Coding","Q96PS8","47","GC01P154321","0.521219372749329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP10"
"ZNF45","Zinc Finger Protein 45","Protein Coding","Q02386","44","GC19M101088","0.521219372749329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF45"
"CDH16","Cadherin 16","Protein Coding","O75309","51","GC16M066908","0.516326725482941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH16"
"SRP19","Signal Recognition Particle 19","Protein Coding","P09132","49","GC05P112862","0.516326725482941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SRP19"
"KRT78","Keratin 78","Protein Coding","Q8N1N4","44","GC12M052837","0.516326725482941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT78"
"KRT79","Keratin 79","Protein Coding","Q5XKE5","44","GC12M052821","0.516326725482941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT79"
"BAIAP2L2","BAR/IMD Domain Containing Adaptor Protein 2 Like 2","Protein Coding","Q6UXY1","42","GC22M081742","0.516326725482941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAIAP2L2"
"AMELY","Amelogenin Y-Linked","Protein Coding","Q99218","39","GC0YM006865","0.516326725482941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AMELY"
"RITA1","RBPJ Interacting And Tubulin Associated 1","Protein Coding","Q96K30","37","GC12P113185","0.516326725482941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RITA1"
"SPATA31A1","SPATA31 Subfamily A Member 1","Protein Coding","Q5TZJ5","32","GC09P039355","0.516326725482941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA31A1"
"PRKY","Protein Kinase Y-Linked (Pseudogene)","Pseudogene","O43930","30","GC0YP007273","0.516326725482941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKY"
"PRDM2","PR/SET Domain 2","Protein Coding","Q13029","52","GC01P013700","0.508082568645477","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM2"
"MAP2K2","Mitogen-Activated Protein Kinase Kinase 2","Protein Coding","P36507","67","GC19M004090","0.503291487693787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K2"
"PRKCG","Protein Kinase C Gamma","Protein Coding","P05129","64","GC19P053879","0.503291487693787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCG"
"ERCC5","ERCC Excision Repair 5, Endonuclease","Protein Coding","P28715","58","GC13P102845","0.503291487693787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC5"
"GRM6","Glutamate Metabotropic Receptor 6","Protein Coding","O15303","58","GC05M180495","0.503291487693787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRM6"
"KIF22","Kinesin Family Member 22","Protein Coding","Q14807","56","GC16P104905","0.502711772918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF22"
"SBDS","SBDS Ribosome Maturation Factor","Protein Coding","Q9Y3A5","55","GC07M066987","0.502711772918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SBDS"
"TMEM127","Transmembrane Protein 127","Protein Coding","O75204","50","GC02M096248","0.502711772918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM127"
"LINC02456","Long Intergenic Non-Protein Coding RNA 2456","RNA Gene","","15","GC12P102282","0.502711772918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC02456"
"LOC130003576","ATAC-STARR-Seq Lymphoblastoid Silent Region 2255","Functional Element","","6","GC10P028548","0.502711772918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130003576"
"LOC130058566","ATAC-STARR-Seq Lymphoblastoid Active Region 10505","Functional Element","","6","GC16P110557","0.502711772918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058566"
"WT2","Wilms Tumor 2","Genetic Locus","","6","GC11U990140","0.502711772918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WT2"
"LOC130058353","ATAC-STARR-Seq Lymphoblastoid Active Region 10333","Functional Element","","5","GC16P110344","0.502711772918701","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058353"
"C5AR1","Complement C5a Receptor 1","Protein Coding","P21730","58","GC19P047290","0.502125144004822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C5AR1"
"CUL1","Cullin 1","Protein Coding","Q13616","58","GC07P148697","0.502125144004822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CUL1"
"IL18RAP","Interleukin 18 Receptor Accessory Protein","Protein Coding","O95256","50","GC02P102418","0.502125144004822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18RAP"
"CRTC3","CREB Regulated Transcription Coactivator 3","Protein Coding","Q6UUV7","48","GC15P090529","0.502125144004822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRTC3"
"HERPUD1","Homocysteine Inducible ER Protein With Ubiquitin Like Domain 1","Protein Coding","Q15011","46","GC16P056932","0.502125144004822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERPUD1"
"RAB4B","RAB4B, Member RAS Oncogene Family","Protein Coding","P61018","42","GC19P133078","0.502125144004822","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB4B"
"ADAMTS1","ADAM Metallopeptidase With Thrombospondin Type 1 Motif 1","Protein Coding","Q9UHI8","57","GC21M026835","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADAMTS1"
"EIF2AK4","Eukaryotic Translation Initiation Factor 2 Alpha Kinase 4","Protein Coding","Q9P2K8","57","GC15P039934","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF2AK4"
"NFATC4","Nuclear Factor Of Activated T Cells 4","Protein Coding","Q14934","55","GC14P024365","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFATC4"
"SLC5A8","Solute Carrier Family 5 Member 8","Protein Coding","Q8N695","52","GC12M101155","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A8"
"UVRAG","UV Radiation Resistance Associated","Protein Coding","Q9P2Y5","52","GC11P075815","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UVRAG"
"LAMP3","Lysosomal Associated Membrane Protein 3","Protein Coding","Q9UQV4","51","GC03M183122","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP3"
"FAM3B","FAM3 Metabolism Regulating Signaling Molecule B","Protein Coding","P58499","50","GC21P041304","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM3B"
"SLC2A6","Solute Carrier Family 2 Member 6","Protein Coding","Q9UGQ3","50","GC09M133471","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A6"
"TENM2","Teneurin Transmembrane Protein 2","Protein Coding","Q9NT68","46","GC05P166979","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM2"
"MAS1","MAS1 Proto-Oncogene, G Protein-Coupled Receptor","Protein Coding","P04201","45","GC06P166201","0.500058233737946","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAS1"
"GJB1","Gap Junction Protein Beta 1","Protein Coding","P08034","60","GC0XP071212","0.499935865402222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB1"
"ARNT","Aryl Hydrocarbon Receptor Nuclear Translocator","Protein Coding","P27540","58","GC01M150809","0.499935865402222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNT"
"RBBP4","RB Binding Protein 4, Chromatin Remodeling Factor","Protein Coding","Q09028","55","GC01P032651","0.499935865402222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP4"
"CCNC","Cyclin C","Protein Coding","P24863","52","GC06M099542","0.499935865402222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCNC"
"ASGR2","Asialoglycoprotein Receptor 2","Protein Coding","P07307","51","GC17M007101","0.499935865402222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASGR2"
"BCAT1","Branched Chain Amino Acid Transaminase 1","Protein Coding","P54687","56","GC12M024810","0.495237797498703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCAT1"
"HSPA1L","Heat Shock Protein Family A (Hsp70) Member 1 Like","Protein Coding","P34931","56","GC06M031809","0.495237797498703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1L"
"CASQ1","Calsequestrin 1","Protein Coding","P31415","55","GC01P160190","0.495237797498703","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASQ1"
